,fraction_voters_Republican,fraction_voters_Democrat,fraction_winners_Republican,fraction_winners_Democrat,medians,total_voters,total_winners,label,map,voting_method
84,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[45.0, 70.1, 45.0, 61.6, 45.0, 57.0, 45.0, 54.4, 29.7, 57.1, 29.7, 44.7, 57.1, 38.6, 50.5, 35.7]",19983,16,test,2,thiele_pav
85,0.5743381874593404,0.42566181254065955,1.0,0.0,"[45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7]",19983,16,test,2,thiele_approvalindependent
86,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[45.0, 83.3, 45.0, 72.9, 45.0, 66.9, 45.0, 63.0, 29.7, 76.0, 29.7, 61.3, 29.7, 52.7, 29.7, 47.0]",19983,16,test,2,thiele_squared
87,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[32.5, 58.7, 32.5, 48.2, 58.7, 42.2, 52.7, 39.6, 42.2, 69.7, 42.2, 60.1, 42.2, 55.0, 42.2, 52.1]",19983,16,test,2,thiele_pav
88,0.5743381874593404,0.42566181254065955,1.0,0.0,"[32.5, 32.5, 32.5, 32.5, 32.5, 32.5, 32.5, 32.5, 42.2, 42.2, 42.2, 42.2, 42.2, 42.2, 42.2, 42.2]",19983,16,test,2,thiele_approvalindependent
89,0.5743381874593404,0.42566181254065955,0.5,0.5,"[32.5, 75.2, 32.5, 62.7, 32.5, 54.6, 32.5, 50.4, 42.2, 84.3, 42.2, 72.7, 42.2, 65.9, 42.2, 61.9]",19983,16,test,2,thiele_squared
90,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[42.5, 68.4, 42.5, 59.1, 42.5, 54.5, 42.5, 52.3, 31.8, 59.9, 31.8, 48.7, 59.9, 42.1, 52.8, 39.0]",19983,16,test,2,thiele_pav
91,0.5743381874593404,0.42566181254065955,1.0,0.0,"[42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8]",19983,16,test,2,thiele_approvalindependent
92,0.5743381874593404,0.42566181254065955,0.5,0.5,"[42.5, 82.7, 42.5, 71.3, 42.5, 64.9, 42.5, 60.8, 31.8, 76.7, 31.8, 63.6, 31.8, 55.2, 31.8, 50.5]",19983,16,test,2,thiele_squared
93,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[44.5, 70.1, 44.5, 61.4, 44.5, 56.6, 44.5, 54.0, 30.5, 57.3, 30.5, 45.4, 57.3, 39.5, 50.9, 36.9]",19983,16,test,2,thiele_pav
94,0.5743381874593404,0.42566181254065955,1.0,0.0,"[44.5, 44.5, 44.5, 44.5, 44.5, 44.5, 44.5, 44.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5]",19983,16,test,2,thiele_approvalindependent
95,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[44.5, 83.8, 44.5, 72.9, 44.5, 66.6, 44.5, 62.7, 30.5, 75.7, 30.5, 61.5, 30.5, 53.1, 30.5, 47.7]",19983,16,test,2,thiele_squared
96,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[30.0, 57.3, 30.0, 45.4, 57.3, 39.2, 50.7, 36.5, 44.6, 70.5, 44.6, 61.6, 44.6, 56.8, 44.6, 54.2]",19983,16,test,2,thiele_pav
