,overall_hash,map_hash,settings_hash,state,state_num,N_districts,N_VOTERS_STV,N_CANDIDATES_PER_DISTRICT_GROUP,DISTANCE_FUNCTION,N_STV_CANDIDATES_MAX,VOTER_RAW_FILENAME,N_VOTERS,FEATURE_COLS,GROUP_COL,LOADING_FROM_DATA,fraction_voters_Democrat,fraction_voters_Republican,fraction_winners_Democrat,fraction_winners_Republican,medians,total_voters,total_winners,cohesion_partisan_score,cohesion_geographic,run_label,voting_method
0,6726f18892773394297d0d0390b83ea17f30c28e571fd40ac5121607bcc0c248stv,7f30c28e571fd40ac5121607bcc0c248,6726f18892773394297d0d0390b83ea1,OH,39,1,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[1.4, 99.2, 16.7, 99.4, 55.1, 14.5, 25.8, 3.6, 38.6, 20.6, 88.2, 89.8, 45.7, 2.2, 74.3, 12.3]",10000,16,-33.91666935475968,-119674.12094741774,teststvmultiple,stv
1,6726f18892773394297d0d0390b83ea1c1e2b02779176556d7beb9b1ef1bf14astv,c1e2b02779176556d7beb9b1ef1bf14a,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[99.2, 20.6, 1.3, 73.0, 87.4, 45.7, 2.2, 12.3, 26.0, 99.5, 20.0, 77.3, 89.4, 1.4, 43.9, 12.7]",10000,16,-32.49324159550679,-97472.6309747383,teststvmultiple,stv
2,6726f18892773394297d0d0390b83ea180ea7c61fd0e0ffeaef8856f748874cdstv,80ea7c61fd0e0ffeaef8856f748874cd,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[1.4, 25.8, 73.0, 5.3, 89.8, 20.9, 99.3, 12.7, 26.2, 16.7, 87.4, 2.0, 45.7, 74.3, 99.2, 12.3]",10000,16,-32.60799576529902,-75004.75989193362,teststvmultiple,stv
3,6726f18892773394297d0d0390b83ea1db2049f4a6b4bc9db7a5e5f4e3f8e804stv,db2049f4a6b4bc9db7a5e5f4e3f8e804,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[26.2, 16.7, 87.4, 2.0, 45.7, 74.3, 99.2, 12.3, 1.0, 25.8, 3.6, 73.0, 89.8, 20.9, 99.3, 12.7]",10000,16,-32.61745777515515,-73963.05264643917,teststvmultiple,stv
4,129d557da7372aabbfbd5a87361fbe8b80ea7c61fd0e0ffeaef8856f748874cdthiele_pav,80ea7c61fd0e0ffeaef8856f748874cd,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[29.9, 57.5, 29.9, 43.9, 57.5, 39.0, 50.4, 36.7, 45.4, 71.5, 45.4, 62.7, 45.4, 57.6, 45.4, 54.7]",10000,16,-14.630843103914344,-77086.06428836299,teststvmultiple,thiele_pav
5,129d557da7372aabbfbd5a87361fbe8b80ea7c61fd0e0ffeaef8856f748874cdthiele_squared,80ea7c61fd0e0ffeaef8856f748874cd,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[29.9, 74.8, 29.9, 61.8, 29.9, 52.8, 29.9, 46.4, 45.4, 84.8, 45.4, 74.6, 45.4, 68.5, 45.4, 64.2]",10000,16,-14.630843103914344,-77086.06428836298,teststvmultiple,thiele_squared
6,129d557da7372aabbfbd5a87361fbe8bc1e2b02779176556d7beb9b1ef1bf14athiele_squared,c1e2b02779176556d7beb9b1ef1bf14a,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.5,0.5,"[43.2, 83.6, 43.2, 72.8, 43.2, 66.9, 43.2, 62.7, 31.4, 76.3, 31.4, 63.3, 31.4, 55.3, 31.4, 50.1]",10000,16,-14.754805694259725,-97530.57531158552,teststvmultiple,thiele_squared
7,129d557da7372aabbfbd5a87361fbe8bdb2049f4a6b4bc9db7a5e5f4e3f8e804thiele_pav,db2049f4a6b4bc9db7a5e5f4e3f8e804,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.1, 71.2, 45.1, 62.6, 45.1, 57.3, 45.1, 54.5, 30.1, 57.6, 30.1, 44.3, 57.6, 39.2, 50.5, 37.0]",10000,16,-14.6378837136322,-77325.84570569891,teststvmultiple,thiele_pav
8,6726f18892773394297d0d0390b83ea1a4a1f428ca5892e1783d9731630ba131stv,a4a1f428ca5892e1783d9731630ba131,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[1.0, 25.8, 3.6, 73.0, 20.6, 89.8, 99.3, 12.7, 26.2, 16.7, 87.4, 2.0, 45.7, 74.3, 99.2, 12.3]",10000,16,-32.38121083672411,-75864.90286553038,teststvmultiple,stv
9,129d557da7372aabbfbd5a87361fbe8b80ea7c61fd0e0ffeaef8856f748874cdthiele_approvalindependent,80ea7c61fd0e0ffeaef8856f748874cd,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[29.9, 29.9, 29.9, 29.9, 29.9, 29.9, 29.9, 29.9, 45.4, 45.4, 45.4, 45.4, 45.4, 45.4, 45.4, 45.4]",10000,16,-13.990998552856666,-81122.20753432345,teststvmultiple,thiele_approvalindependent
10,129d557da7372aabbfbd5a87361fbe8bc1e2b02779176556d7beb9b1ef1bf14athiele_approvalindependent,c1e2b02779176556d7beb9b1ef1bf14a,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[43.2, 43.2, 43.2, 43.2, 43.2, 43.2, 43.2, 43.2, 31.4, 31.4, 31.4, 31.4, 31.4, 31.4, 31.4, 31.4]",10000,16,-13.983226742121602,-97945.84938195176,teststvmultiple,thiele_approvalindependent
11,129d557da7372aabbfbd5a87361fbe8bc1e2b02779176556d7beb9b1ef1bf14athiele_pav,c1e2b02779176556d7beb9b1ef1bf14a,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[43.2, 70.3, 43.2, 60.9, 43.2, 55.4, 43.2, 53.0, 31.4, 59.6, 31.4, 47.8, 59.6, 41.3, 52.4, 38.8]",10000,16,-14.642255632244629,-96737.20560023015,teststvmultiple,thiele_pav
12,6726f18892773394297d0d0390b83ea1b9d49b59e740d45e9f46fcea8b197270stv,b9d49b59e740d45e9f46fcea8b197270,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[55.1, 14.5, 20.0, 87.4, 6.3, 2.0, 45.7, 99.2, 1.4, 25.8, 3.6, 89.8, 20.9, 99.3, 74.3, 12.7]",10000,16,-32.02382281336443,-86521.83764376352,teststvmultiple,stv
13,129d557da7372aabbfbd5a87361fbe8bdb2049f4a6b4bc9db7a5e5f4e3f8e804thiele_approvalindependent,db2049f4a6b4bc9db7a5e5f4e3f8e804,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[45.1, 45.1, 45.1, 45.1, 45.1, 45.1, 45.1, 45.1, 30.1, 30.1, 30.1, 30.1, 30.1, 30.1, 30.1, 30.1]",10000,16,-14.000542495823543,-81313.0041367334,teststvmultiple,thiele_approvalindependent
14,129d557da7372aabbfbd5a87361fbe8bdb2049f4a6b4bc9db7a5e5f4e3f8e804thiele_squared,db2049f4a6b4bc9db7a5e5f4e3f8e804,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.1, 84.5, 45.1, 74.3, 45.1, 68.2, 45.1, 63.9, 30.1, 75.2, 30.1, 62.0, 30.1, 53.0, 30.1, 46.9]",10000,16,-14.6378837136322,-77325.84570569891,teststvmultiple,thiele_squared
15,6726f18892773394297d0d0390b83ea197af85fcefb08a90984621abb51fdc03stv,97af85fcefb08a90984621abb51fdc03,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[16.7, 25.8, 87.4, 45.7, 2.2, 74.3, 99.2, 12.3, 1.4, 3.6, 77.3, 43.9, 89.8, 20.9, 99.3, 12.7]",10000,16,-33.485362571649524,-75076.9177701426,teststvmultiple,stv
16,129d557da7372aabbfbd5a87361fbe8b7f30c28e571fd40ac5121607bcc0c248thiele_squared,7f30c28e571fd40ac5121607bcc0c248,129d557da7372aabbfbd5a87361fbe8b,OH,39,1,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[37.2, 80.5, 37.2, 68.5, 37.2, 61.3, 37.2, 55.9, 37.3, 52.8, 37.2, 50.5, 37.2, 48.2, 58.5, 46.6]",10000,16,-14.67913115668782,-130876.28256926106,teststvmultiple,thiele_squared
17,129d557da7372aabbfbd5a87361fbe8b7f30c28e571fd40ac5121607bcc0c248thiele_pav,7f30c28e571fd40ac5121607bcc0c248,129d557da7372aabbfbd5a87361fbe8b,OH,39,1,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[37.2, 65.0, 37.2, 54.2, 37.3, 49.5, 58.7, 46.0, 54.2, 44.0, 51.7, 42.7, 49.5, 54.2, 47.5, 52.5]",10000,16,-14.67913115668782,-130876.28256926106,teststvmultiple,thiele_pav
18,6726f18892773394297d0d0390b83ea16336c962a2abe6fdda06619951e77080stv,6336c962a2abe6fdda06619951e77080,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[16.7, 20.6, 87.4, 45.7, 2.2, 74.3, 99.2, 12.3, 1.4, 26.2, 3.6, 73.0, 89.8, 21.8, 99.3, 12.7]",10000,16,-30.69836849787044,-71357.37847303355,teststvmultiple,stv
19,129d557da7372aabbfbd5a87361fbe8b7f30c28e571fd40ac5121607bcc0c248thiele_approvalindependent,7f30c28e571fd40ac5121607bcc0c248,129d557da7372aabbfbd5a87361fbe8b,OH,39,1,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2, 37.2]",10000,16,-14.018774734029869,-130020.32235273064,teststvmultiple,thiele_approvalindependent
20,129d557da7372aabbfbd5a87361fbe8ba4a1f428ca5892e1783d9731630ba131thiele_pav,a4a1f428ca5892e1783d9731630ba131,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.4, 57.3, 30.4, 44.8, 57.3, 39.7, 50.7, 37.5, 44.8, 71.4, 44.8, 62.7, 44.8, 57.5, 44.8, 54.5]",10000,16,-14.641195431315516,-78943.2349049717,teststvmultiple,thiele_pav
21,129d557da7372aabbfbd5a87361fbe8ba4a1f428ca5892e1783d9731630ba131thiele_squared,a4a1f428ca5892e1783d9731630ba131,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.4, 74.7, 30.4, 61.7, 30.4, 53.0, 30.4, 47.2, 44.8, 84.8, 44.8, 74.6, 44.8, 68.4, 44.8, 64.0]",10000,16,-14.641195431315516,-78943.2349049717,teststvmultiple,thiele_squared
22,129d557da7372aabbfbd5a87361fbe8bb9d49b59e740d45e9f46fcea8b197270thiele_pav,b9d49b59e740d45e9f46fcea8b197270,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[42.3, 70.6, 42.3, 60.7, 42.3, 55.5, 42.3, 52.7, 31.8, 59.2, 31.8, 47.7, 59.2, 41.5, 52.5, 39.2]",10000,16,-14.639516907658257,-98106.58471675092,teststvmultiple,thiele_pav
23,6726f18892773394297d0d0390b83ea181b89a88e7005fa1874ec2c0e0b1071fstv,81b89a88e7005fa1874ec2c0e0b1071f,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[1.4, 25.8, 20.0, 48.3, 99.3, 74.3, 99.6, 12.7, 16.7, 90.3, 20.6, 66.9, 2.2, 86.0, 99.2, 12.3]",10000,16,-33.06047659889286,-92027.52744647968,teststvmultiple,stv
24,129d557da7372aabbfbd5a87361fbe8ba4a1f428ca5892e1783d9731630ba131thiele_approvalindependent,a4a1f428ca5892e1783d9731630ba131,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 44.8, 44.8, 44.8, 44.8, 44.8, 44.8, 44.8, 44.8]",10000,16,-14.006521443286475,-83646.44624129104,teststvmultiple,thiele_approvalindependent
25,129d557da7372aabbfbd5a87361fbe8bb9d49b59e740d45e9f46fcea8b197270thiele_squared,b9d49b59e740d45e9f46fcea8b197270,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.5,0.5,"[42.3, 84.8, 42.3, 74.2, 42.3, 67.1, 42.3, 62.6, 31.8, 74.8, 31.8, 63.1, 31.8, 54.5, 31.8, 50.1]",10000,16,-14.769810040627398,-97351.13382650766,teststvmultiple,thiele_squared
26,129d557da7372aabbfbd5a87361fbe8bb9d49b59e740d45e9f46fcea8b197270thiele_approvalindependent,b9d49b59e740d45e9f46fcea8b197270,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[42.3, 42.3, 42.3, 42.3, 42.3, 42.3, 42.3, 42.3, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8, 31.8]",10000,16,-14.018480568947457,-105957.79326096422,teststvmultiple,thiele_approvalindependent
27,129d557da7372aabbfbd5a87361fbe8b97af85fcefb08a90984621abb51fdc03thiele_pav,97af85fcefb08a90984621abb51fdc03,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.6, 71.4, 45.6, 63.2, 45.6, 58.2, 45.6, 55.1, 29.0, 57.0, 29.0, 43.4, 57.0, 38.5, 50.2, 36.0]",10000,16,-14.61455746870649,-76881.87846415161,teststvmultiple,thiele_pav
28,6726f18892773394297d0d0390b83ea18d0aae820c89529015a480179bb7c86fstv,8d0aae820c89529015a480179bb7c86f,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[1.0, 3.6, 43.9, 89.8, 20.9, 99.3, 74.3, 12.7, 94.7, 16.7, 20.0, 87.4, 2.0, 45.7, 99.2, 12.3]",10000,16,-33.48620652807926,-74081.58330970653,teststvmultiple,stv
29,129d557da7372aabbfbd5a87361fbe8b97af85fcefb08a90984621abb51fdc03thiele_squared,97af85fcefb08a90984621abb51fdc03,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.6, 84.2, 45.6, 74.4, 45.6, 68.4, 45.6, 64.4, 29.0, 75.2, 29.0, 61.2, 29.0, 52.1, 29.0, 45.9]",10000,16,-14.61455746870649,-76881.87846415161,teststvmultiple,thiele_squared
30,129d557da7372aabbfbd5a87361fbe8b97af85fcefb08a90984621abb51fdc03thiele_approvalindependent,97af85fcefb08a90984621abb51fdc03,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0]",10000,16,-13.953889584511806,-80103.57038249269,teststvmultiple,thiele_approvalindependent
31,6726f18892773394297d0d0390b83ea15956e1d6ce9af3ca652489e589ecbe1cstv,5956e1d6ce9af3ca652489e589ecbe1c,6726f18892773394297d0d0390b83ea1,OH,39,2,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[16.7, 73.0, 20.6, 87.4, 6.3, 41.8, 2.2, 99.2, 1.0, 26.0, 48.3, 77.3, 89.4, 20.9, 99.3, 11.9]",10000,16,-33.2055907532923,-74844.61364588488,teststvmultiple,stv
32,129d557da7372aabbfbd5a87361fbe8b6336c962a2abe6fdda06619951e77080thiele_pav,6336c962a2abe6fdda06619951e77080,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.6, 71.6, 45.6, 63.2, 45.6, 58.3, 45.6, 55.1, 29.7, 57.0, 29.7, 43.6, 57.0, 38.8, 50.1, 36.4]",10000,16,-14.630771534647824,-76575.15811956441,teststvmultiple,thiele_pav
33,6726f18892773394297d0d0390b83ea13fd37b0523ef038863cdffd40dc369d5stv,3fd37b0523ef038863cdffd40dc369d5,6726f18892773394297d0d0390b83ea1,OH,39,4,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.3125,0.6875,"[1.4, 55.2, 21.8, 12.7, 20.6, 84.8, 2.2, 99.2, 20.0, 99.3, 49.9, 12.3, 25.8, 3.6, 17.9, 89.8]",10000,16,-32.34123860761368,-57346.53088357227,teststvmultiple,stv
34,129d557da7372aabbfbd5a87361fbe8b6336c962a2abe6fdda06619951e77080thiele_approvalindependent,6336c962a2abe6fdda06619951e77080,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 45.6, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7, 29.7]",10000,16,-13.982889072814416,-79623.67182393209,teststvmultiple,thiele_approvalindependent
35,129d557da7372aabbfbd5a87361fbe8b6336c962a2abe6fdda06619951e77080thiele_squared,6336c962a2abe6fdda06619951e77080,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[45.6, 84.7, 45.6, 74.8, 45.6, 68.6, 45.6, 64.6, 29.7, 74.8, 29.7, 61.2, 29.7, 52.3, 29.7, 45.9]",10000,16,-14.630771534647824,-76575.15811956441,teststvmultiple,thiele_squared
36,129d557da7372aabbfbd5a87361fbe8b81b89a88e7005fa1874ec2c0e0b1071fthiele_pav,81b89a88e7005fa1874ec2c0e0b1071f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.2, 55.5, 30.2, 43.2, 55.5, 38.8, 48.9, 55.5, 46.1, 74.1, 46.1, 65.1, 46.1, 60.1, 46.1, 56.7]",10000,16,-14.632125152027363,-90572.6094450129,teststvmultiple,thiele_pav
37,129d557da7372aabbfbd5a87361fbe8b81b89a88e7005fa1874ec2c0e0b1071fthiele_squared,81b89a88e7005fa1874ec2c0e0b1071f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.2, 72.5, 30.2, 59.6, 30.2, 51.7, 30.2, 45.4, 46.1, 86.3, 46.1, 76.9, 46.1, 70.7, 46.1, 66.9]",10000,16,-14.632125152027363,-90572.6094450129,teststvmultiple,thiele_squared
38,129d557da7372aabbfbd5a87361fbe8b8d0aae820c89529015a480179bb7c86fthiele_pav,8d0aae820c89529015a480179bb7c86f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.5, 57.6, 30.5, 45.1, 57.6, 39.9, 50.9, 37.8, 44.4, 71.4, 44.4, 62.5, 44.4, 57.3, 44.4, 54.2]",10000,16,-14.643339791252243,-79755.7428146856,teststvmultiple,thiele_pav
39,129d557da7372aabbfbd5a87361fbe8b81b89a88e7005fa1874ec2c0e0b1071fthiele_approvalindependent,81b89a88e7005fa1874ec2c0e0b1071f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[30.2, 30.2, 30.2, 30.2, 30.2, 30.2, 30.2, 30.2, 46.1, 46.1, 46.1, 46.1, 46.1, 46.1, 46.1, 46.1]",10000,16,-14.014103894331909,-89399.31961431663,teststvmultiple,thiele_approvalindependent
40,6726f18892773394297d0d0390b83ea130c3a4d97fd8d44e76cda976494bc143stv,30c3a4d97fd8d44e76cda976494bc143,6726f18892773394297d0d0390b83ea1,OH,39,4,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.3125,0.6875,"[25.8, 3.6, 17.9, 89.8, 89.5, 20.0, 0.7, 12.3, 20.6, 87.4, 2.2, 99.2, 1.4, 55.2, 21.8, 12.7]",10000,16,-32.70238282502328,-58603.74659295505,teststvmultiple,stv
41,129d557da7372aabbfbd5a87361fbe8b8d0aae820c89529015a480179bb7c86fthiele_squared,8d0aae820c89529015a480179bb7c86f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[30.5, 74.6, 30.5, 62.2, 30.5, 53.4, 30.5, 47.7, 44.4, 85.1, 44.4, 74.8, 44.4, 68.3, 44.4, 63.8]",10000,16,-14.643339791252243,-79755.7428146856,teststvmultiple,thiele_squared
42,129d557da7372aabbfbd5a87361fbe8b8d0aae820c89529015a480179bb7c86fthiele_approvalindependent,8d0aae820c89529015a480179bb7c86f,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 30.5, 44.4, 44.4, 44.4, 44.4, 44.4, 44.4, 44.4, 44.4]",10000,16,-14.00793551159464,-85060.51772974677,teststvmultiple,thiele_approvalindependent
43,6726f18892773394297d0d0390b83ea149b99920b4e37c232a66a111c953b875stv,49b99920b4e37c232a66a111c953b875,6726f18892773394297d0d0390b83ea1,OH,39,4,100.0,1.0,party_first_then_partisanscore,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.3125,0.6875,"[99.5, 20.0, 0.7, 12.3, 20.6, 2.0, 87.4, 99.2, 25.8, 3.6, 17.9, 89.8, 1.4, 55.2, 21.8, 12.7]",10000,16,-33.61682452408478,-61820.04944425929,teststvmultiple,stv
44,129d557da7372aabbfbd5a87361fbe8b5956e1d6ce9af3ca652489e589ecbe1cthiele_approvalindependent,5956e1d6ce9af3ca652489e589ecbe1c,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.0,1.0,"[41.2, 41.2, 41.2, 41.2, 41.2, 41.2, 41.2, 41.2, 32.5, 32.5, 32.5, 32.5, 32.5, 32.5, 32.5, 32.5]",10000,16,-13.983296126448554,-86621.83147992913,teststvmultiple,thiele_approvalindependent
45,129d557da7372aabbfbd5a87361fbe8b5956e1d6ce9af3ca652489e589ecbe1cthiele_pav,5956e1d6ce9af3ca652489e589ecbe1c,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.4375,0.5625,"[41.2, 68.6, 41.2, 58.5, 41.2, 53.5, 41.2, 51.0, 32.5, 61.4, 32.5, 50.2, 32.5, 43.4, 54.6, 40.4]",10000,16,-14.646296342142714,-84141.83179224486,teststvmultiple,thiele_pav
46,129d557da7372aabbfbd5a87361fbe8b5956e1d6ce9af3ca652489e589ecbe1cthiele_squared,5956e1d6ce9af3ca652489e589ecbe1c,129d557da7372aabbfbd5a87361fbe8b,OH,39,2,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.5,0.5,"[41.2, 83.1, 41.2, 71.7, 41.2, 65.1, 41.2, 60.3, 32.5, 77.3, 32.5, 64.6, 32.5, 57.3, 32.5, 51.8]",10000,16,-14.749565561213782,-84732.66797591533,teststvmultiple,thiele_squared
47,129d557da7372aabbfbd5a87361fbe8b3fd37b0523ef038863cdffd40dc369d5thiele_pav,3fd37b0523ef038863cdffd40dc369d5,129d557da7372aabbfbd5a87361fbe8b,OH,39,4,,,,,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4265,0.5735,0.375,0.625,"[27.9, 54.8, 27.9, 41.4, 60.4, 31.1, 60.4, 40.3, 28.1, 53.0, 28.1, 39.8, 39.6, 63.9, 39.6, 54.0]",10000,16,-14.44787529158596,-58452.92764044587,teststvmultiple,thiele_pav
